instance,precedence_encoding,precedence_graph,precedence_configuration,domain_filter_graph,solver,objective,objective_mode,domain_mode,model_family,capacity_mode,capacity_cardinality,bg_counter_mode,idle_sla_threshold,hybrid_suffix_density,basic,imp1,imp2,imp12,imp12+,n/a
tic-13crafb.prec50,sparse_suffix,distance_closure,sparse_suffix+distance_closure,distance_closure,multiple,total_break_groups_subject_to_range_at_most_2,bg_d2,full,compact_v2,global_cluster,seqcounter,shared_dp,,,-,-,-,-,5.2 1,-
tic-13crafb.prec60,sparse_suffix,distance_closure,sparse_suffix+distance_closure,distance_closure,incremental,total_break_groups_subject_to_range_at_most_2,bg_d2,full,compact_v2,global_cluster,seqcounter,shared_dp,,,-,-,-,-,2.8 3,-
tic-13crafb.prec60,sparse_suffix,distance_closure,sparse_suffix+distance_closure,distance_closure,maxsat,total_break_groups_subject_to_range_at_most_2,bg_d2,full,compact_v2,global_cluster,seqcounter,shared_dp,,,-,-,-,-,2.8 3,-
tic-13crafb.prec60,sparse_suffix,distance_closure,sparse_suffix+distance_closure,distance_closure,multiple,total_break_groups_subject_to_range_at_most_2,bg_d2,full,compact_v2,global_cluster,seqcounter,shared_dp,,,-,-,-,-,6.3 3,-
tic-13crafc.prec50,sparse_suffix,distance_closure,sparse_suffix+distance_closure,distance_closure,incremental,total_break_groups_subject_to_range_at_most_2,bg_d2,full,compact_v2,global_cluster,seqcounter,shared_dp,,,-,-,-,-,41.8 6,-
tic-13crafc.prec50,sparse_suffix,distance_closure,sparse_suffix+distance_closure,distance_closure,maxsat,total_break_groups_subject_to_range_at_most_2,bg_d2,full,compact_v2,global_cluster,seqcounter,shared_dp,,,-,-,-,-,188.4 6,-
tic-13crafc.prec50,sparse_suffix,distance_closure,sparse_suffix+distance_closure,distance_closure,multiple,total_break_groups_subject_to_range_at_most_2,bg_d2,full,compact_v2,global_cluster,seqcounter,shared_dp,,,-,-,-,-,48.3 6,-
tic-13crafc.prec60,sparse_suffix,distance_closure,sparse_suffix+distance_closure,distance_closure,incremental,total_break_groups_subject_to_range_at_most_2,bg_d2,full,compact_v2,global_cluster,seqcounter,shared_dp,,,-,-,-,-,481.9 8,-
tic-13crafc.prec60,sparse_suffix,distance_closure,sparse_suffix+distance_closure,distance_closure,maxsat,total_break_groups_subject_to_range_at_most_2,bg_d2,full,compact_v2,global_cluster,seqcounter,shared_dp,,,-,-,-,-,915.8 8,-
tic-13crafc.prec60,sparse_suffix,distance_closure,sparse_suffix+distance_closure,distance_closure,multiple,total_break_groups_subject_to_range_at_most_2,bg_d2,full,compact_v2,global_cluster,seqcounter,shared_dp,,,-,-,-,-,193.4 8,-
tic-14crafa.prec50,sparse_suffix,distance_closure,sparse_suffix+distance_closure,distance_closure,incremental,total_break_groups_subject_to_range_at_most_2,bg_d2,full,compact_v2,global_cluster,seqcounter,shared_dp,,,-,-,-,-,22.6 0,-
tic-14crafa.prec50,sparse_suffix,distance_closure,sparse_suffix+distance_closure,distance_closure,maxsat,total_break_groups_subject_to_range_at_most_2,bg_d2,full,compact_v2,global_cluster,seqcounter,shared_dp,,,-,-,-,-,8.3 0,-
tic-14crafa.prec50,sparse_suffix,distance_closure,sparse_suffix+distance_closure,distance_closure,multiple,total_break_groups_subject_to_range_at_most_2,bg_d2,full,compact_v2,global_cluster,seqcounter,shared_dp,,,-,-,-,-,12.4 0,-
tic-14crafa.prec60,sparse_suffix,distance_closure,sparse_suffix+distance_closure,distance_closure,incremental,total_break_groups_subject_to_range_at_most_2,bg_d2,full,compact_v2,global_cluster,seqcounter,shared_dp,,,-,-,-,-,12.6 3,-
tic-14crafa.prec60,sparse_suffix,distance_closure,sparse_suffix+distance_closure,distance_closure,maxsat,total_break_groups_subject_to_range_at_most_2,bg_d2,full,compact_v2,global_cluster,seqcounter,shared_dp,,,-,-,-,-,18.1 3,-
tic-14crafa.prec60,sparse_suffix,distance_closure,sparse_suffix+distance_closure,distance_closure,multiple,total_break_groups_subject_to_range_at_most_2,bg_d2,full,compact_v2,global_cluster,seqcounter,shared_dp,,,-,-,-,-,13.3 3,-
tic-14crafc.prec50,sparse_suffix,distance_closure,sparse_suffix+distance_closure,distance_closure,incremental,total_break_groups_subject_to_range_at_most_2,bg_d2,full,compact_v2,global_cluster,seqcounter,shared_dp,,,-,-,-,-,27.6 5,-
tic-14crafc.prec50,sparse_suffix,distance_closure,sparse_suffix+distance_closure,distance_closure,maxsat,total_break_groups_subject_to_range_at_most_2,bg_d2,full,compact_v2,global_cluster,seqcounter,shared_dp,,,-,-,-,-,40.5 5,-
tic-14crafc.prec50,sparse_suffix,distance_closure,sparse_suffix+distance_closure,distance_closure,multiple,total_break_groups_subject_to_range_at_most_2,bg_d2,full,compact_v2,global_cluster,seqcounter,shared_dp,,,-,-,-,-,33.5 5,-
tic-14crafc.prec60,sparse_suffix,distance_closure,sparse_suffix+distance_closure,distance_closure,incremental,total_break_groups_subject_to_range_at_most_2,bg_d2,full,compact_v2,global_cluster,seqcounter,shared_dp,,,-,-,-,-,12.1 6,-
tic-14crafc.prec60,sparse_suffix,distance_closure,sparse_suffix+distance_closure,distance_closure,maxsat,total_break_groups_subject_to_range_at_most_2,bg_d2,full,compact_v2,global_cluster,seqcounter,shared_dp,,,-,-,-,-,34.6 6,-
tic-14crafc.prec60,sparse_suffix,distance_closure,sparse_suffix+distance_closure,distance_closure,multiple,total_break_groups_subject_to_range_at_most_2,bg_d2,full,compact_v2,global_cluster,seqcounter,shared_dp,,,-,-,-,-,19.3 6,-
tic-14crafd.prec50,sparse_suffix,distance_closure,sparse_suffix+distance_closure,distance_closure,incremental,total_break_groups_subject_to_range_at_most_2,bg_d2,full,compact_v2,global_cluster,seqcounter,shared_dp,,,-,-,-,-,7.3 3,-
tic-14crafd.prec50,sparse_suffix,distance_closure,sparse_suffix+distance_closure,distance_closure,maxsat,total_break_groups_subject_to_range_at_most_2,bg_d2,full,compact_v2,global_cluster,seqcounter,shared_dp,,,-,-,-,-,3.1 3,-
tic-14crafd.prec50,sparse_suffix,distance_closure,sparse_suffix+distance_closure,distance_closure,multiple,total_break_groups_subject_to_range_at_most_2,bg_d2,full,compact_v2,global_cluster,seqcounter,shared_dp,,,-,-,-,-,8.1 3,-
tic-14crafd.prec60,sparse_suffix,distance_closure,sparse_suffix+distance_closure,distance_closure,incremental,total_break_groups_subject_to_range_at_most_2,bg_d2,full,compact_v2,global_cluster,seqcounter,shared_dp,,,-,-,-,-,12.2 5,-
tic-14crafd.prec60,sparse_suffix,distance_closure,sparse_suffix+distance_closure,distance_closure,maxsat,total_break_groups_subject_to_range_at_most_2,bg_d2,full,compact_v2,global_cluster,seqcounter,shared_dp,,,-,-,-,-,23.6 5,-
tic-14crafd.prec60,sparse_suffix,distance_closure,sparse_suffix+distance_closure,distance_closure,multiple,total_break_groups_subject_to_range_at_most_2,bg_d2,full,compact_v2,global_cluster,seqcounter,shared_dp,,,-,-,-,-,16.8 5,-
ticf-13crafa.prec50,sparse_suffix,distance_closure,sparse_suffix+distance_closure,distance_closure,incremental,total_break_groups_subject_to_range_at_most_2,bg_d2,full,compact_v2,global_cluster,seqcounter,shared_dp,,,-,-,-,-,734.5 8,-
ticf-13crafa.prec50,sparse_suffix,distance_closure,sparse_suffix+distance_closure,distance_closure,maxsat,total_break_groups_subject_to_range_at_most_2,bg_d2,full,compact_v2,global_cluster,seqcounter,shared_dp,,,-,-,-,-,803.3 8,-
ticf-13crafa.prec50,sparse_suffix,distance_closure,sparse_suffix+distance_closure,distance_closure,multiple,total_break_groups_subject_to_range_at_most_2,bg_d2,full,compact_v2,global_cluster,seqcounter,shared_dp,,,-,-,-,-,515.0 8,-
ticf-13crafa.prec60,sparse_suffix,distance_closure,sparse_suffix+distance_closure,distance_closure,incremental,total_break_groups_subject_to_range_at_most_2,bg_d2,full,compact_v2,global_cluster,seqcounter,shared_dp,,,-,-,-,-,2849.0 10,-
ticf-13crafa.prec60,sparse_suffix,distance_closure,sparse_suffix+distance_closure,distance_closure,maxsat,break_groups_d2,bg_d2,full,compact_v2,global_cluster,seqcounter,shared_dp,,,-,-,-,-,TO,-
ticf-13crafa.prec60,sparse_suffix,distance_closure,sparse_suffix+distance_closure,distance_closure,multiple,total_break_groups_subject_to_range_at_most_2,bg_d2,full,compact_v2,global_cluster,seqcounter,shared_dp,,,-,-,-,-,5156.9 10,-
ticf-13crafb.prec50,sparse_suffix,distance_closure,sparse_suffix+distance_closure,distance_closure,incremental,total_break_groups_subject_to_range_at_most_2,bg_d2,full,compact_v2,global_cluster,seqcounter,shared_dp,,,-,-,-,-,750.7 17,-
ticf-13crafb.prec50,sparse_suffix,distance_closure,sparse_suffix+distance_closure,distance_closure,maxsat,total_break_groups_subject_to_range_at_most_2,bg_d2,full,compact_v2,global_cluster,seqcounter,shared_dp,,,-,-,-,-,761.7 17,-
ticf-13crafb.prec50,sparse_suffix,distance_closure,sparse_suffix+distance_closure,distance_closure,multiple,total_break_groups_subject_to_range_at_most_2,bg_d2,full,compact_v2,global_cluster,seqcounter,shared_dp,,,-,-,-,-,1852.6 17,-
ticf-13crafb.prec60,sparse_suffix,distance_closure,sparse_suffix+distance_closure,distance_closure,incremental,total_break_groups_subject_to_range_at_most_2,bg_d2,full,compact_v2,global_cluster,seqcounter,shared_dp,,,-,-,-,-,394.4 19,-
ticf-13crafb.prec60,sparse_suffix,distance_closure,sparse_suffix+distance_closure,distance_closure,maxsat,total_break_groups_subject_to_range_at_most_2,bg_d2,full,compact_v2,global_cluster,seqcounter,shared_dp,,,-,-,-,-,1137.2 19,-
ticf-13crafb.prec60,sparse_suffix,distance_closure,sparse_suffix+distance_closure,distance_closure,multiple,total_break_groups_subject_to_range_at_most_2,bg_d2,full,compact_v2,global_cluster,seqcounter,shared_dp,,,-,-,-,-,965.7 19,-
ticf-13crafc.prec50,sparse_suffix,distance_closure,sparse_suffix+distance_closure,distance_closure,incremental,break_groups_d2,bg_d2,full,compact_v2,global_cluster,seqcounter,shared_dp,,,-,-,-,-,TO,-
ticf-13crafc.prec50,sparse_suffix,distance_closure,sparse_suffix+distance_closure,distance_closure,maxsat,break_groups_d2,bg_d2,full,compact_v2,global_cluster,seqcounter,shared_dp,,,-,-,-,-,TO,-
ticf-13crafc.prec50,sparse_suffix,distance_closure,sparse_suffix+distance_closure,distance_closure,multiple,break_groups_d2,bg_d2,full,compact_v2,global_cluster,seqcounter,shared_dp,,,-,-,-,-,TO,-
ticf-13crafc.prec60,sparse_suffix,distance_closure,sparse_suffix+distance_closure,distance_closure,incremental,break_groups_d2,bg_d2,full,compact_v2,global_cluster,seqcounter,shared_dp,,,-,-,-,-,TO,-
ticf-13crafc.prec60,sparse_suffix,distance_closure,sparse_suffix+distance_closure,distance_closure,maxsat,break_groups_d2,bg_d2,full,compact_v2,global_cluster,seqcounter,shared_dp,,,-,-,-,-,TO,-
